gr,R2 Train,R2 Test,MSE Train,MSE Test,RMSE Train,RMSE Test,MAE Train,MAE Test
GradientBoostingRegressor,0.9895429254423235,0.9713975145574018,0.005674562867825414,0.016262677118842023,0.0753296944625784,0.1275252018968879,0.05382260760829223,0.08600312961635002
